2.53E-14,1.36E-11,6.63E-15,2.65E-14
1.07E-14,1.57E-10,1.64E-12,1.14E-13
1.18E-11,5.65E-11,1.73E-09,2.00E-12
4.31E-14,4.87E-14,3.25E-09,1.32E-11
0,0,0,3.55E-11
0,0,2.00E-07,0
0,0,0,2.21E-10
0,0,0,0
0,0,0,0
0,0,0,0
0,2.99E-12,0,0
3.12E-17,3.58E-10,1.73E-15,0
3.51E-11,1.59E-08,6.30E-12,3.66E-12
5.62E-12,1.37E-07,2.94E-10,1.16E-10
1.41E-13,9.69E-07,1.57E-08,4.64E-10
2.56E-09,3.64E-15,6.64E-06,5.89E-09
7.34E-13,0,8.51E-16,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
6.12E-08,3.01E-07,4.02E-05,4.59E-07
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
4.11E-08,0.000222878,-0.090875607,3.00E-06
2.24E-05,0.001064226,-0.095614288,6.07E-06
9.01E-05,1.45E-06,0.005124366,1.31E-05
0,1.47E-10,7.55E-09,6.83E-05
0,0,0,4.47E-08
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0.113615128,-0.009221655
5.40E-09,0.000251015,-0.018958044,-0.028401243
9.14E-05,2.53E-07,0.020076591,-0.113610617
0,0,-0.029701,8.85E-05
6.11E-13,0,0,0
0,0,0,0
0,0,0,0
0,0,3.69E-35,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0.000325129,0.005658642,0.113615128
0.000450347,-0.122469134,0.067158708,-0.074009265
0,0,-0.03940399,0.001038541
0,0,0,-0.019894519
0,0,0,0
0,0,0,0
0,0,1.43E-31,0
0,0,-0.067934652,0
0,0,0,0
0.799722973,0.003821705,-0.111244345,0.059416969
-0.074062127,0.005098272,-0.086298813,0.429840024
0.002067831,-0.086482719,0.000277235,0.18668128
-0.01989858,0,3.73E-06,0
0,0,1.73E-11,-0.03940399
0,0,0,0
0,0,0,0
0,-0.113615128,3.02E-29,0
0,-0.0199,0,0
0,0,0,0
0.061041541,0,0,-0.019898388
0.010538567,0,1.24E-14,-0.019723552
0.011066676,6.17E-08,1.05E-08,-0.019878658
-0.049009936,0,2.03E-10,0.000240451
0,0,0,5.93E-09
0,0,0,0
0,0,0,0
2.06E-33,9.62E-22,0,0
-0.03940399,4.25E-19,0,7.64E-30
0,1.03E-16,0,0
-0.048994968,0,2.61E-14,5.37E-20
-0.0199,0,3.40E-12,0
1.46E-05,0,8.19E-12,0
0,0,7.39E-13,8.72E-08
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,2.74E-12,3.49E-23,0
0,5.37E-10,5.16E-13,2.39E-14
7.35E-08,3.88E-13,0,5.73E-20
2.84E-10,0,0,0
0,0,0,1.88E-13
